Дата,Максимальная температура,Минимальная температура,Средняя температура,Атмосферное давление,Скорость ветра,Осадки,Эффективная температура,mean_ndvi
2018-10-21,20.8,11.9,15.9,1006.2,2.0,4.0,15.5,-0.010019875264777009
2018-10-22,15.3,13.0,14.5,1007.4,1.0,7.0,14.6,-0.010019875264777009
2018-10-23,15.5,11.4,12.7,1006.9,2.0,1.0,11.6,-0.010019875264777009
2018-10-24,14.9,8.8,13.1,991.0,3.0,17.0,11.8,-0.010019875264777009
2018-10-25,14.4,6.8,10.4,988.8,3.0,34.0,8.4,-0.010019875264777009
2018-10-26,12.3,4.9,8.4,1001.5,2.0,0.0,6.4,-0.010019875264777009
2018-10-26,12.3,4.9,8.4,1001.5,2.0,0.0,6.4,0.2803056554735165
2018-10-27,15.1,2.9,8.3,1014.2,2.0,2.0,6.3,0.2803056554735165
2018-10-28,20.0,6.2,12.1,1016.8,2.0,0.0,10.4,0.2803056554735165
2018-11-01,12.1,6.1,9.1,1025.9,4.0,0.0,5.7,0.2803056554735165
2018-11-02,14.8,5.2,9.6,1024.2,4.0,0.0,6.2,0.2803056554735165
2018-11-03,15.0,4.0,9.4,1021.3,2.0,0.0,7.4,0.2803056554735165
2018-11-04,14.4,1.9,7.6,1016.5,1.0,0.0,6.2,0.2803056554735165
2018-11-05,11.7,3.9,8.2,1016.5,3.0,0.0,5.6,0.2803056554735165
2018-11-05,11.7,3.9,8.2,1016.5,3.0,0.0,5.6,0.29679991695033575
2018-11-06,12.3,4.9,8.1,1018.0,3.0,0.0,5.1,0.29679991695033575
2018-11-07,11.8,2.6,6.8,1016.7,3.0,0.0,3.7,0.29679991695033575
2018-11-08,12.0,0.8,5.3,1013.9,2.0,0.0,2.9,0.29679991695033575
2018-11-09,4.1,-1.1,2.1,1013.7,1.0,0.0,0.2,0.29679991695033575
2018-11-10,4.0,2.6,3.4,1014.4,1.0,0.0,1.7,0.29679991695033575
2018-11-11,7.1,1.5,4.0,1018.2,4.0,0.0,0.2,0.29679991695033575
2018-11-12,0.4,-4.1,-1.7,1022.1,5.0,0.0,-6.8,0.29679991695033575
2018-11-13,0.3,-4.2,-1.6,1020.6,4.0,13.0,-6.0,0.29679991695033575
2018-11-14,1.4,-1.9,-0.1,1017.0,3.0,11.0,-3.7,0.29679991695033575
2018-11-15,0.6,-1.3,-0.5,1012.9,5.0,1.0,-5.5,0.29679991695033575
2018-11-15,0.6,-1.3,-0.5,1012.9,5.0,1.0,-5.5,0.06809825078735182
2018-11-16,0.1,-1.2,-0.4,1016.0,4.0,0.0,-4.7,0.06809825078735182
2018-11-23,-2.1,-6.6,-3.9,1015.8,1.0,0.0,-6.7,0.06809825078735182
2018-11-24,2.1,-7.9,-2.7,1019.0,1.0,0.0,-5.3,0.06809825078735182
2018-11-25,6.8,-2.6,1.4,1012.6,1.0,0.0,-0.8,0.06809825078735182
2018-11-25,6.8,-2.6,1.4,1012.6,1.0,0.0,-0.8,0.00832735773311866
2018-11-26,5.6,0.0,1.7,1007.1,1.0,0.0,-0.3,0.00832735773311866
2018-11-27,12.3,-0.8,7.6,998.9,3.0,8.0,5.0,0.00832735773311866
2018-11-28,8.6,-1.4,3.4,1005.0,3.0,25.0,0.3,0.00832735773311866
2018-11-29,0.4,-5.5,-4.7,1021.6,5.0,12.0,-10.1,0.00832735773311866
2018-11-30,-1.7,-5.9,-3.6,1020.3,5.0,0.0,-8.9,0.00832735773311866
2018-12-01,1.2,-3.0,0.3,1012.4,4.0,0.0,-3.9,0.00832735773311866
2018-12-02,3.8,-1.1,1.2,1016.1,1.0,2.0,-0.9,0.00832735773311866
2018-12-03,2.7,-1.3,0.3,1015.1,2.0,0.0,-2.6,0.00832735773311866
2018-12-04,3.2,-1.0,1.9,1010.9,3.0,0.0,-1.4,0.00832735773311866
2018-12-05,5.9,1.9,3.9,1004.9,4.0,1.0,0.2,0.00832735773311866
2018-12-05,5.9,1.9,3.9,1004.9,4.0,1.0,0.2,0.11365733094957768
2018-12-06,4.4,2.7,3.3,1004.3,2.0,0.0,0.9,0.11365733094957768
2018-12-07,3.0,1.1,1.8,1006.2,2.0,3.0,-0.8,0.11365733094957768
2018-12-08,3.0,-2.2,0.5,1010.4,2.0,0.0,-2.4,0.11365733094957768
2018-12-09,6.3,-2.3,2.4,1008.3,2.0,0.0,-0.3,0.11365733094957768
2018-12-10,6.0,0.8,3.5,1002.1,3.0,0.0,0.3,0.11365733094957768
2018-12-11,6.8,2.5,4.4,997.8,5.0,1.0,0.0,0.11365733094957768
2018-12-12,9.1,2.4,5.4,1001.6,3.0,0.0,2.4,0.11365733094957768
2018-12-13,5.9,-1.1,2.1,1010.3,2.0,0.0,-0.7,0.11365733094957768
2018-12-14,6.9,-1.8,2.3,1014.1,2.0,0.0,-0.4,0.11365733094957768
2018-12-15,2.3,-1.0,0.1,1017.7,1.0,0.0,-2.1,0.11365733094957768
2018-12-15,2.3,-1.0,0.1,1017.7,1.0,0.0,-2.1,0.008703475418804866
2018-12-16,-0.4,-3.3,-1.9,1020.6,4.0,0.0,-6.4,0.008703475418804866
2018-12-17,-2.4,-3.3,-2.9,1016.7,5.0,0.0,-8.2,0.008703475418804866
2018-12-18,-0.5,-3.4,-1.1,1015.5,4.0,0.0,-5.5,0.008703475418804866
2018-12-19,1.9,-1.1,0.5,1015.6,4.0,0.0,-3.7,0.008703475418804866
2018-12-20,1.3,-0.3,0.3,1016.6,3.0,0.0,-3.2,0.008703475418804866
2018-12-21,2.1,-0.9,0.6,1016.8,2.0,0.0,-2.2,0.008703475418804866
2018-12-22,6.0,0.6,3.3,1011.9,1.0,0.0,1.5,0.008703475418804866
2018-12-23,10.0,4.1,6.9,1004.4,3.0,3.0,4.2,0.008703475418804866
2018-12-24,5.0,0.1,2.4,1006.6,3.0,0.0,-1.0,0.008703475418804866
2018-12-25,5.8,-0.2,2.7,1001.0,3.0,7.0,-0.6,0.008703475418804866
2018-12-25,5.8,-0.2,2.7,1001.0,3.0,7.0,-0.6,-0.015559853939531063
2018-12-26,-0.1,-2.4,-0.8,1005.9,3.0,2.0,-4.5,-0.015559853939531063
2018-12-27,1.6,-3.1,0.2,1003.2,3.0,4.0,-3.4,-0.015559853939531063
2018-12-28,-0.2,-2.0,-1.3,1009.9,2.0,0.0,-4.5,-0.015559853939531063
2018-12-29,2.7,-2.1,1.1,1008.4,2.0,6.0,-1.6,-0.015559853939531063
2018-12-30,3.8,1.6,2.8,1010.5,1.0,5.0,1.0,-0.015559853939531063
2018-12-31,3.0,1.0,1.8,1013.9,1.0,0.0,-0.2,-0.015559853939531063
2019-01-01,3.2,-0.4,1.1,1015.1,1.0,5.0,-1.0,-0.015559853939531063
2019-01-02,4.6,-1.4,1.6,1007.5,3.0,0.0,-1.8,-0.015559853939531063
2019-01-03,5.2,1.5,3.1,1003.7,2.0,2.0,0.5,-0.015559853939531063
2019-01-04,4.5,0.8,2.4,1002.2,3.0,4.0,-0.8,-0.015559853939531063
2019-01-04,4.5,0.8,2.4,1002.2,3.0,4.0,-0.8,0.031853882446713104
2019-01-05,0.9,-0.9,-0.1,1008.7,3.0,0.0,-3.8,0.031853882446713104
2019-01-06,0.9,-0.7,0.2,999.9,3.0,1.0,-3.3,0.031853882446713104
2019-01-07,-0.5,-3.5,-1.6,1003.0,4.0,1.0,-6.0,0.031853882446713104
2019-01-08,3.3,-3.7,-1.8,1005.5,2.0,0.0,-5.0,0.031853882446713104
2019-01-09,-1.4,-6.2,-3.9,1005.6,2.0,1.0,-7.3,0.031853882446713104
2019-01-10,2.9,-6.7,-0.9,1012.4,2.0,0.0,-4.2,0.031853882446713104
2019-01-11,7.0,-0.2,3.1,1005.8,2.0,2.0,0.3,0.031853882446713104
2019-01-12,7.3,0.0,1.9,1001.8,2.0,4.0,-0.8,0.031853882446713104
2019-01-13,1.2,-2.3,-0.3,999.0,1.0,6.0,-2.6,0.031853882446713104
2019-01-14,2.1,-3.5,0.3,996.2,1.0,8.0,-1.9,0.031853882446713104
2019-01-14,2.1,-3.5,0.3,996.2,1.0,8.0,-1.9,0.04314086338864468
2019-01-15,5.1,1.3,3.3,994.2,2.0,5.0,0.8,0.04314086338864468
2019-01-16,2.6,-1.7,-0.1,995.6,2.0,4.0,-3.1,0.04314086338864468
2019-01-17,3.6,-4.2,-0.8,1008.8,2.0,0.0,-3.9,0.04314086338864468
2019-01-18,7.5,-5.0,0.8,1011.9,2.0,0.0,-2.2,0.04314086338864468
2019-01-19,6.6,-0.1,3.9,1009.5,2.0,0.0,1.3,0.04314086338864468
2019-01-20,1.5,-0.1,1.0,1014.7,2.0,0.0,-1.8,0.04314086338864468
2019-01-21,10.0,0.6,5.4,1006.5,3.0,0.0,2.3,0.04314086338864468
2019-01-22,1.7,-4.1,-2.3,1011.4,3.0,3.0,-6.2,0.04314086338864468
2019-01-23,4.2,-4.2,-0.8,1009.1,3.0,0.0,-4.5,0.04314086338864468
2019-01-24,10.2,-1.8,3.4,1002.2,2.0,0.0,0.7,0.04314086338864468
2019-01-24,10.2,-1.8,3.4,1002.2,2.0,0.0,0.7,0.015752063811633993
2019-01-25,4.8,0.0,2.5,1005.4,3.0,0.0,-0.8,0.015752063811633993
2019-01-26,7.1,2.8,4.2,1003.2,4.0,0.0,0.4,0.015752063811633993
2019-01-27,6.7,2.5,4.2,997.5,3.0,8.0,1.2,0.015752063811633993
2019-01-28,3.7,-2.9,0.5,1004.3,2.0,3.0,-2.4,0.015752063811633993
2019-01-29,3.6,-3.1,0.7,1008.6,1.0,0.0,-1.5,0.015752063811633993
2019-01-30,4.9,-0.7,2.1,1007.9,3.0,0.0,-1.2,0.015752063811633993
2019-01-31,7.0,1.2,3.6,1005.3,4.0,0.0,-0.3,0.015752063811633993
2019-02-01,7.0,0.3,2.8,1005.1,3.0,0.0,-0.5,0.015752063811633993
2019-02-02,7.4,1.4,4.3,1011.6,2.0,0.0,1.9,0.015752063811633993
2019-02-03,6.7,0.2,3.4,1017.2,2.0,1.0,0.9,0.015752063811633993
2019-02-03,6.7,0.2,3.4,1017.2,2.0,1.0,0.9,-0.02028685688267934
2019-02-04,3.9,-2.4,0.9,1019.5,3.0,0.0,-2.5,-0.02028685688267934
2019-02-05,8.4,-2.5,1.4,1016.9,2.0,0.0,-1.4,-0.02028685688267934
2019-02-06,8.0,-2.7,1.7,1010.2,2.0,0.0,-1.1,-0.02028685688267934
2019-02-07,1.7,0.1,0.8,1010.0,3.0,0.0,-2.7,-0.02028685688267934
2019-02-08,2.4,-0.4,0.7,1012.8,3.0,0.0,-2.9,-0.02028685688267934
2019-02-09,1.8,-0.8,0.4,1011.3,3.0,0.0,-3.2,-0.02028685688267934
2019-02-10,6.0,0.0,3.2,1011.3,1.0,0.0,1.2,-0.02028685688267934
2019-02-11,9.2,2.2,5.4,1011.6,1.0,0.0,3.6,-0.02028685688267934
2019-02-12,10.9,2.3,5.4,1008.5,3.0,0.0,2.2,-0.02028685688267934
2019-02-13,10.6,-0.3,4.7,1011.7,2.0,0.0,2.1,-0.02028685688267934
2019-02-13,10.6,-0.3,4.7,1011.7,2.0,0.0,2.1,0.28565847557019153
2019-02-14,4.6,-0.2,2.0,1015.6,3.0,0.0,-1.7,0.28565847557019153
2019-02-15,5.2,-3.0,0.0,1015.2,3.0,0.0,-3.9,0.28565847557019153
2019-02-16,1.9,-8.0,-1.3,1011.6,3.0,0.0,-5.1,0.28565847557019153
2019-02-17,7.3,0.5,3.8,1007.9,5.0,0.0,-0.7,0.28565847557019153
2019-02-18,7.1,-4.1,3.2,1005.6,4.0,0.0,-1.1,0.28565847557019153
2019-02-19,3.5,-7.8,-2.0,1016.2,1.0,0.0,-4.9,0.28565847557019153
2019-02-20,9.9,-5.5,1.7,1011.6,2.0,0.0,-1.5,0.28565847557019153
2019-02-21,9.3,-2.0,4.1,1006.0,3.0,0.0,0.6,0.28565847557019153
2019-02-22,6.3,-2.0,1.9,1007.2,2.0,1.0,-1.1,0.28565847557019153
2019-02-23,0.4,-4.6,-2.2,1014.8,3.0,11.0,-6.0,0.28565847557019153
2019-02-23,0.4,-4.6,-2.2,1014.8,3.0,11.0,-6.0,0.028647024157934957
2019-02-24,-3.8,-11.7,-6.3,1021.9,2.0,4.0,-9.9,0.028647024157934957
2019-02-25,1.7,-12.2,-3.8,1015.6,3.0,0.0,-8.0,0.028647024157934957
2019-02-26,3.7,-1.2,1.5,999.2,3.0,1.0,-2.0,0.028647024157934957
2019-02-27,2.4,-1.7,0.3,998.3,1.0,2.0,-1.9,0.028647024157934957
2019-02-28,3.0,-3.2,-0.1,996.4,3.0,0.0,-3.7,0.028647024157934957
2019-03-01,7.2,1.2,3.6,987.0,5.0,0.0,-0.9,0.028647024157934957
2019-03-02,4.7,-2.2,1.6,995.8,3.0,12.0,-1.9,0.028647024157934957
2019-03-03,2.8,-3.3,-0.4,1008.0,2.0,0.0,-3.6,0.028647024157934957
2019-03-04,6.5,-4.1,2.6,1007.0,3.0,0.0,-1.0,0.028647024157934957
2019-03-05,15.6,0.0,7.9,1003.8,3.0,0.0,4.6,0.028647024157934957
2019-03-05,15.6,0.0,7.9,1003.8,3.0,0.0,4.6,0.03022304507655916
2019-03-06,9.7,5.6,8.2,1005.2,2.0,2.0,6.2,0.03022304507655916
2019-03-07,12.9,3.5,7.2,1014.9,1.0,0.0,5.4,0.03022304507655916
2019-03-08,14.0,1.6,6.7,1018.2,2.0,0.0,4.2,0.03022304507655916
2019-03-09,17.5,1.6,9.9,1012.0,2.0,0.0,7.5,0.03022304507655916
2019-03-10,19.1,6.1,10.9,1001.1,4.0,1.0,7.3,0.03022304507655916
2019-03-11,13.2,3.9,9.5,1000.3,4.0,0.0,6.0,0.03022304507655916
2019-03-12,7.7,2.2,6.0,1002.9,3.0,0.0,2.8,0.03022304507655916
2019-03-13,3.6,-1.4,0.9,1005.7,2.0,11.0,-1.9,0.03022304507655916
2019-03-14,8.6,-4.0,3.5,1007.7,4.0,0.0,-0.6,0.03022304507655916
2019-03-15,6.9,3.3,5.3,1000.3,3.0,2.0,2.2,0.03022304507655916
2019-03-15,6.9,3.3,5.3,1000.3,3.0,2.0,2.2,0.06900406215628513
2019-03-16,10.0,4.6,6.7,999.9,2.0,0.0,4.6,0.06900406215628513
2019-03-17,8.5,4.7,6.3,1002.2,2.0,0.0,4.1,0.06900406215628513
2019-03-18,9.2,3.8,5.6,1013.1,2.0,3.0,3.4,0.06900406215628513
2019-03-19,9.6,2.0,5.4,1016.2,3.0,0.0,2.4,0.06900406215628513
2019-03-20,13.6,1.4,7.4,1013.9,3.0,0.0,4.3,0.06900406215628513
2019-03-21,14.3,-0.2,7.7,1013.5,2.0,0.0,5.4,0.06900406215628513
2019-03-22,10.1,3.7,6.7,1011.4,3.0,0.0,3.4,0.06900406215628513
2019-03-23,8.5,-0.3,3.6,1004.9,3.0,5.0,0.3,0.06900406215628513
2019-03-24,6.1,-1.3,2.6,1007.0,3.0,2.0,-0.8,0.06900406215628513
2019-03-25,11.6,1.3,5.8,1007.0,2.0,0.0,3.2,0.06900406215628513
2019-03-25,11.6,1.3,5.8,1007.0,2.0,0.0,3.2,0.30248753814767354
2019-03-26,16.5,0.2,8.4,1004.9,1.0,0.0,6.5,0.30248753814767354
2019-03-27,14.2,-0.7,6.9,1005.8,3.0,0.0,4.0,0.30248753814767354
2019-03-28,8.5,0.9,4.1,1011.6,3.0,1.0,0.8,0.30248753814767354
2019-03-29,8.8,-1.9,3.6,1014.6,2.0,0.0,0.6,0.30248753814767354
2019-03-30,11.7,-1.0,4.3,1012.8,2.0,0.0,1.5,0.30248753814767354
2019-03-31,17.4,-0.5,9.4,1009.3,3.0,0.0,6.1,0.30248753814767354
2019-04-01,12.2,1.4,7.0,1002.3,3.0,0.0,3.9,0.30248753814767354
2019-04-02,9.8,5.4,7.1,1003.6,2.0,4.0,4.9,0.30248753814767354
2019-04-10,23.6,10.1,16.6,1000.4,2.0,0.0,15.5,0.2910974923453992
2019-04-11,21.3,11.5,15.7,1002.1,2.0,3.0,14.6,0.2910974923453992
2019-07-14,27.6,19.7,24.7,999.6,1.0,0.0,24.5,0.44863926302181734
2019-07-19,28.5,15.6,24.7,1004.7,1.0,0.0,25.5,0.44863926302181734
2019-07-21,22.0,18.1,20.6,1006.9,2.0,,20.5,0.44863926302181734
2019-10-10,19.0,3.0,10.7,1011.7,1.0,0.0,9.7,0.10168057645637887
2019-11-01,2.8,-4.2,-0.4,1014.7,3.0,0.0,-4.3,0.27698980852267385
2019-11-02,4.4,-4.2,-0.3,1017.6,2.0,0.0,-3.6,0.27698980852267385
2019-11-03,10.8,-2.8,2.9,1016.0,2.0,0.0,-0.1,0.27698980852267385
2019-11-04,15.0,-1.7,5.9,1012.1,1.0,0.0,3.9,0.27698980852267385
2019-11-05,17.9,2.2,9.8,1007.5,1.0,0.0,8.1,0.27698980852267385
2019-11-06,22.6,6.6,13.6,1007.2,1.0,0.0,12.5,0.27698980852267385
2019-11-07,22.7,8.3,14.6,1007.5,2.0,0.0,12.9,0.27698980852267385
2019-11-08,24.1,6.9,14.6,1008.8,1.0,0.0,13.6,0.27698980852267385
2019-11-09,22.0,8.4,13.4,1012.3,3.0,0.0,11.2,0.27698980852267385
2019-11-10,14.7,5.6,8.9,1013.2,2.0,0.0,7.1,0.27698980852267385
2019-11-10,14.7,5.6,8.9,1013.2,2.0,0.0,7.1,0.3813471478705347
2019-11-11,18.7,3.7,9.0,1011.9,2.0,0.0,7.1,0.3813471478705347
2019-11-12,17.6,4.0,9.4,1015.4,2.0,0.0,7.6,0.3813471478705347
2019-11-13,10.4,4.8,7.0,1016.4,4.0,0.0,3.7,0.3813471478705347
2019-11-14,11.4,5.6,7.6,1014.8,5.0,0.0,3.4,0.3813471478705347
2019-11-15,13.0,5.7,8.7,1015.0,5.0,0.0,4.5,0.3813471478705347
2019-11-16,13.7,5.3,8.4,1016.7,5.0,0.0,4.1,0.3813471478705347
2019-11-17,12.8,3.7,7.4,1017.9,3.0,0.0,4.4,0.3813471478705347
2019-11-18,14.0,3.4,7.5,1015.7,3.0,0.0,4.6,0.3813471478705347
2019-11-19,6.6,0.1,3.2,1016.7,1.0,0.0,1.3,0.3813471478705347
2019-11-20,5.0,1.3,2.9,1019.0,3.0,0.0,-0.4,0.3813471478705347
2019-11-20,5.0,1.3,2.9,1019.0,3.0,0.0,-0.4,0.0032003201202761363
2019-11-21,-2.7,-7.3,-5.0,1024.5,5.0,0.0,-10.7,0.0032003201202761363
2019-11-22,0.1,-8.2,-4.7,1024.8,4.0,0.0,-9.7,0.0032003201202761363
2019-11-23,2.3,-7.0,-4.1,1021.1,4.0,0.0,-9.0,0.0032003201202761363
2019-11-24,5.3,-5.1,-0.2,1018.0,5.0,0.0,-5.4,0.0032003201202761363
2019-11-25,6.5,-2.3,1.7,1014.2,5.0,0.0,-3.2,0.0032003201202761363
2019-11-26,8.5,1.8,4.9,1008.4,4.0,0.0,1.1,0.0032003201202761363
2019-11-27,9.3,5.8,7.3,1003.1,2.0,1.0,5.2,0.0032003201202761363
2019-11-28,8.8,6.3,6.9,1006.8,1.0,3.0,5.6,0.0032003201202761363
2019-11-29,10.9,4.9,8.3,1004.0,2.0,1.0,6.4,0.0032003201202761363
2019-11-30,11.4,5.7,7.9,999.0,3.0,11.0,5.4,0.0032003201202761363
2019-11-30,11.4,5.7,7.9,999.0,3.0,11.0,5.4,0.3433567515916842
2019-12-01,5.2,0.5,2.8,1005.6,2.0,14.0,0.3,0.3433567515916842
2019-12-02,1.4,-3.0,-1.0,1017.5,1.0,1.0,-3.6,0.3433567515916842
2019-12-03,3.5,-4.1,0.3,1008.4,2.0,5.0,-2.6,0.3433567515916842
2019-12-04,2.4,-3.4,-0.4,1016.2,1.0,2.0,-2.8,0.3433567515916842
2019-12-05,1.9,-6.4,-1.5,1020.4,2.0,0.0,-4.7,0.3433567515916842
2019-12-06,6.7,-3.6,0.5,1019.8,2.0,0.0,-2.5,0.3433567515916842
2019-12-07,7.9,-2.5,1.7,1013.0,1.0,0.0,-0.6,0.3433567515916842
2019-12-08,6.0,-4.2,0.2,1007.1,1.0,0.0,-2.2,0.3433567515916842
2019-12-09,4.9,-2.6,2.6,1009.6,1.0,1.0,0.6,0.3433567515916842
2019-12-10,9.7,1.8,5.5,1010.2,1.0,0.0,3.8,0.3433567515916842
2019-12-10,9.7,1.8,5.5,1010.2,1.0,0.0,3.8,0.032383907966572166
2019-12-11,3.0,-1.2,0.5,1011.8,2.0,0.0,-2.3,0.032383907966572166
2019-12-12,0.1,-1.4,-0.8,1009.6,3.0,0.0,-4.4,0.032383907966572166
2019-12-13,3.3,-1.7,1.2,1004.3,4.0,0.0,-2.9,0.032383907966572166
2019-12-14,7.5,2.0,4.9,1003.8,3.0,4.0,1.9,0.032383907966572166
2019-12-15,10.6,3.8,6.9,1005.9,2.0,2.0,4.8,0.032383907966572166
2019-12-16,9.6,1.6,5.9,1015.9,1.0,0.0,4.3,0.032383907966572166
2019-12-17,10.8,1.2,3.9,1017.3,1.0,0.0,2.1,0.032383907966572166
2019-12-18,13.0,0.6,6.4,1015.8,2.0,0.0,4.3,0.032383907966572166
2019-12-19,14.2,3.6,7.4,1015.7,3.0,0.0,4.8,0.032383907966572166
2019-12-20,5.5,-1.8,2.1,1017.4,2.0,0.0,-0.6,0.032383907966572166
2019-12-20,5.5,-1.8,2.1,1017.4,2.0,0.0,-0.6,0.02458245254524314
2019-12-21,8.1,-1.9,1.8,1009.4,1.0,0.0,-0.4,0.02458245254524314
2019-12-22,10.5,-0.1,4.8,1004.8,2.0,0.0,2.2,0.02458245254524314
2019-12-23,10.0,4.5,6.9,999.3,2.0,0.0,4.6,0.02458245254524314
2019-12-24,9.7,4.5,6.1,997.9,2.0,0.0,3.9,0.02458245254524314
2019-12-25,4.8,2.3,3.4,997.5,3.0,0.0,0.2,0.02458245254524314
2019-12-26,8.2,2.3,4.8,997.1,1.0,0.0,3.1,0.02458245254524314
2019-12-27,6.3,2.2,4.3,999.5,1.0,4.0,2.6,0.02458245254524314
2019-12-28,7.9,3.4,5.2,1007.3,,3.0,,0.02458245254524314
2019-12-29,6.6,1.5,3.8,1013.4,2.0,0.0,1.2,0.02458245254524314
2019-12-30,2.5,0.4,1.4,1017.1,,2.0,,0.02458245254524314
2019-12-30,2.5,0.4,1.4,1017.1,,2.0,,0.009375497841676041
2019-12-31,1.6,-3.7,-0.6,1009.1,3.0,0.0,-4.2,0.009375497841676041
2020-01-01,5.0,0.2,3.8,1004.0,3.0,1.0,0.6,0.009375497841676041
2020-01-02,3.6,-1.9,1.9,1015.3,1.0,0.0,-0.2,0.009375497841676041
2020-01-03,3.3,-3.1,-0.1,1015.4,1.0,0.0,-2.4,0.009375497841676041
2020-01-04,6.4,-2.6,0.6,1007.9,2.0,0.0,-2.5,0.009375497841676041
2020-01-05,7.3,-3.7,0.7,1005.8,1.0,0.0,-1.6,0.009375497841676041
2020-01-06,5.5,-1.8,2.1,1010.5,1.0,0.0,-0.2,0.009375497841676041
2020-01-07,3.6,-0.3,1.5,1009.8,2.0,0.0,-1.3,0.009375497841676041
2020-01-08,1.0,-0.7,0.2,1010.6,3.0,4.0,-3.3,0.009375497841676041
2020-01-09,-0.1,-2.0,-1.5,1013.0,3.0,5.0,-5.2,0.009375497841676041
2020-01-09,-0.1,-2.0,-1.5,1013.0,3.0,5.0,-5.2,0.10804714632698224
2020-01-10,1.2,-1.8,-0.3,1014.0,2.0,0.0,-3.2,0.10804714632698224
2020-01-11,6.2,-0.1,1.7,1012.5,2.0,0.0,-1.0,0.10804714632698224
2020-01-12,6.2,0.3,2.7,1008.7,3.0,8.0,-0.5,0.10804714632698224
2020-01-13,1.8,-0.1,0.5,1016.3,2.0,0.0,-2.4,0.10804714632698224
2020-01-14,5.9,-0.2,3.0,1017.6,1.0,0.0,1.0,0.10804714632698224
2020-01-15,3.7,-0.5,1.2,1023.5,2.0,0.0,-1.6,0.10804714632698224
2020-01-16,3.8,-2.0,0.2,1024.3,2.0,0.0,-2.8,0.10804714632698224
2020-01-17,-1.2,-5.6,-2.6,1017.8,1.0,0.0,-5.1,0.10804714632698224
2020-01-18,1.2,-1.5,0.2,1018.9,2.0,0.0,-2.6,0.10804714632698224
2020-01-19,2.8,-0.3,1.0,1019.5,3.0,0.0,-2.6,0.10804714632698224
2020-01-19,2.8,-0.3,1.0,1019.5,3.0,0.0,-2.6,0.22737724146101343
2020-01-20,3.3,-4.7,-0.7,1021.4,2.0,0.0,-3.9,0.22737724146101343
2020-01-21,0.1,-4.7,-1.6,1019.3,3.0,0.0,-5.4,0.22737724146101343
